587,795
930,267
306,240
1052,763
177,826
681,841
1062,413
840,878
232,271
965,165
319,612
1027,215
524,707
939,887
1210,740
284,126
579,38
1079,826
509,73
542,381
1163,560
1208,775
83,306
177,266
348,297
1001,729
621,162
1081,92
557,802
1039,87
1290,824
1096,513
1034,711
446,105
955,523
371,7
1039,759
246,556
321,143
1277,747
768,157
644,382
895,471
1285,252
751,87
237,30
1057,453
1119,747
1086,551
940,514
279,345
1064,879
1061,32
833,138
637,541
900,207
145,709
50,437
870,466
604,367
164,773
688,658
698,156
477,714
759,721
1233,354
808,382
669,121
1034,576
694,208
1210,224
67,756
1292,770
1124,371
1185,455
1016,549
957,226
641,87
559,795
229,840
446,287
706,576
542,466
753,502
1173,390
95,266
1081,840
271,87
858,821
1067,418
408,879
494,684
525,291
852,411
826,313
626,502
918,808
259,714
1133,266
567,79
1272,354
74,756
125,7
1026,380
812,509
465,390
1243,756
242,609
1251,665
264,796
945,82
25,535
378,823
1300,512
559,68
484,313
298,52
885,129
1016,345
140,819
750,467
485,805
1171,173
90,42
191,371
38,514
637,93
858,799
997,569
1017,162
939,455
999,876
909,444
557,392
751,387
408,422
378,631
1017,284
249,204
405,204
25,617
438,751
1087,497
343,218
903,614
1216,686
826,562
1078,175
139,721
919,732
765,35
977,312
999,533
1036,367
284,799
990,700
698,14
1064,472
689,823
184,645
102,551
567,815
547,359
1034,479
229,92
715,609
805,180
113,644
721,502
1063,112
460,464
1255,477
560,203
758,327
718,651
1304,131
1036,11
698,351
435,278
571,54
662,357
885,502
253,892
909,854
1078,7
241,606
724,539
181,185
1243,490
284,516
644,512
33,610
659,197
346,572
263,162
18,236
170,497
94,887
147,442
380,267
698,238
797,285
964,740
239,471
94,686
1066,687
547,87
898,285
1061,862
1198,466
999,894
49,411
1062,481
840,206
1064,422
430,551
50,661
1031,345
33,215
196,35
957,568
669,404
430,631
147,560
393,819
407,280
132,793
115,35
274,367
636,434
1052,656
90,852
845,60
83,364
1101,218
266,439
425,129
759,173
38,380
49,467
736,422
1163,442
361,162
276,711
805,308
544,591
602,194
1083,801
1091,278
636,770
1261,336
97,18
674,770
847,147
900,332
238,539
766,476
1046,89
908,786
557,502
864,329
1046,691
179,697
48,383
751,196
666,834
72,490
689,299
674,231
539,859
605,558
708,866
299,299
858,73
1197,644
684,842
682,175
376,551
1258,703
214,9
733,526
1295,309
452,768
554,446
1293,386
693,887
189,504
699,455
201,455
403,486
920,796
1091,168
626,842
684,54
328,233
663,730
237,854
231,703
1063,784
920,0
699,614
1144,131
309,165
410,780
1039,554
266,485
365,119
769,196
1022,1
208,789
1215,266
361,757
689,75
1305,413
226,516
1113,743
636,796
900,543
571,588
579,856
1304,2
1161,143
319,282
902,463
1108,73
416,84
513,285
97,17
1136,270
1220,490
417,406
1096,428
1044,455
801,821
151,595
965,505
120,655
875,168
838,187
346,154
1250,343
1215,826
64,86
865,116
994,158
473,165
141,285
264,89
1104,544
1272,211
567,472
592,719
1061,480
1109,439
888,243
739,54
1129,185
694,540
626,54
693,439
470,206
258,432
391,732
166,539
498,133
82,463
1258,143
715,161
1277,732
743,815
72,861
2,131
1227,306
1034,599
671,876
87,24
991,707
166,131
522,206
264,546
1001,521
917,523
517,837
800,635
704,717
219,535
801,73
715,665
1235,883
343,0
479,147
52,703
567,422
231,308
415,471
1078,427
356,842
731,11
768,381
577,368
865,218
1126,231
945,119
587,11
1227,364
74,138
586,847
334,642
1185,439
616,290
1243,138
1208,844
880,263
1242,439
1277,679
383,807
1213,18
905,592
1113,757
683,187
830,494
309,93
192,26
706,16
629,535
547,807
934,343
607,673
944,235
746,490
497,766
1063,614
38,113
0,661
1064,662
288,669
574,562
1046,805
689,519
1250,103
611,439
390,348
552,791
755,613
888,875
1268,514
1073,30
977,560
38,561
18,7
1034,556
967,632
1237,749
309,521
962,597
920,348
85,466
865,564
1260,457
758,50
1280,576
1046,98
1034,295
950,549
73,2
545,859
837,389
60,791
745,226
587,180
60,343
365,775
902,472
875,127
559,87
95,807
141,509
999,890
1067,476
893,304
656,681
13,404
745,369
64,808
430,263
219,168
939,7
724,47
467,61
95,826
1071,423
914,579
756,154
621,183
266,7
507,782
733,354
276,338
48,717
487,652
319,264
1272,540
348,533
1297,82
551,173
751,835
196,483
858,95
100,313
1119,579
423,835
818,121
320,357
580,586
1198,94
902,422
694,333
604,599
410,207
37,364
746,404
734,817
1180,187
1225,428
982,380
299,595
1216,467
1285,642
885,392
684,392
112,878
166,355
967,710
957,277
599,359
197,757
470,361
1066,780
718,670
1235,491
246,662
1059,408
664,357
735,700
1034,31
940,351
716,73
621,732
858,156
1144,539
446,271
341,878
833,502
686,634
440,542
488,579
735,252
1255,417
935,549
933,336
997,430
989,751
669,542
271,554
18,98
577,32
356,536
887,835
962,688
1036,627
38,540
1099,859
15,466
595,665
75,446
724,91
475,25
572,431
605,467
25,252
666,60
1215,59
736,332
1046,546
174,606
1173,504
32,259
1011,299
637,205
202,745
523,19
1200,303
284,380
33,162
693,7
706,437
1118,500
276,631
559,387
470,645
1099,35
1293,353
1262,791
416,450
999,18
1238,490
587,782
612,238
263,732
875,87
440,437
731,311
756,446
751,68
557,278
1136,830
1064,214
1061,690
202,149
984,661
648,357
1001,165
125,455
1001,93
554,313
1230,472
845,834
311,361
689,610
283,455
181,505
249,862
95,180
1215,852
1027,7
569,18
662,131
887,628
551,721
182,488
311,302
621,375
246,463
1118,394
423,628
10,508
100,581
652,579
246,15
864,271
1084,378
112,16
689,711
751,99
189,642
1009,326
191,579
954,392
812,761
232,7
922,485
671,38
560,691
805,514
1044,439
253,453
124,785
253,702
191,763
59,161
283,679
768,16
266,821
403,408
346,740
604,457
191,131
447,663
976,642
850,464
853,603
1073,854
80,562
244,207
326,233
621,711
530,745
758,485
763,359
239,696
785,603
223,497
177,290
930,303
440,430
294,549
1165,877
1297,404
835,679
219,278
156,385
853,743
982,233
1102,341
43,439
694,290
1307,473
1081,392
229,54
661,334
907,486
1186,540
661,560
939,280
252,672
214,162
708,194
1002,175
1063,280
298,502
1071,696
1140,397
102,396
808,158
407,782
1136,606
534,543
170,397
184,663
232,427
853,599
893,864
1051,714
90,490
999,4
25,502
490,667
577,592
67,138
1133,826
87,359
177,806
765,859
1133,806
130,187
1140,497
1108,745
289,231
20,16
1113,137
422,243
80,472
1176,618
864,105
945,812
490,227
1,560
736,562
266,551
422,651
38,686
888,651
107,87
510,572
1033,483
1290,518
33,519
261,819
1279,467
452,156
1119,131
18,434
232,175
13,352
15,224
232,691
422,208
1198,800
962,533
1292,460
1044,821
390,796
492,219
177,88
1198,513
1057,444
77,144
739,784
1128,406
612,156
606,717
569,876
617,7
780,574
991,264
544,303
38,290
915,547
308,175
505,751
244,780
639,38
1126,249
1046,446
991,282
651,473
110,418
182,406
1200,418
840,430
930,527
1026,462
48,791
572,15
803,452
1295,466
182,712
87,311
1285,617
396,763
629,54
822,579
763,127
812,133
863,663
52,303
1250,73
1073,864
716,567
838,707
214,885
797,385
403,535
370,516
1220,42
990,418
704,177
969,325
699,7
659,869
1278,259
616,208
370,351
460,430
962,297
758,844
1293,613
77,316
636,231
554,670
1268,156
80,332
756,448
67,404
73,749
283,215
246,879
1012,502
559,99
249,32
79,252
1033,336
1267,166
808,64
1186,785
1228,463
219,359
288,652
626,840
883,93
365,231
837,165
706,599
1129,505
1292,98
999,184
492,675
715,49
830,624
320,418
1131,334
820,331
179,334
932,631
147,452
1178,793
800,707
1081,205
1178,814
571,840
87,870
276,823
1,334
232,887
604,878
253,889
1064,108
840,533
542,878
609,218
1309,334
55,502
422,686
739,110
17,613
743,760
1215,135
371,280
858,126
786,187
43,166
887,266
1021,775
85,428
232,686
1293,281
258,686
177,628
559,196
1119,371
485,312
845,390
715,733
572,463
95,628
197,585
494,131
309,613
405,32
13,490
214,605
1078,271
1079,255
817,889
612,656
237,406
1186,428
80,422
651,25
465,642
940,516
793,57
1078,238
209,330
348,688
232,875
1034,71
83,82
1203,731
151,747
48,551
17,508
15,551
1192,287
375,345
900,351
552,485
1208,103
189,281

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
